customer_id,ticket_text,category
CUST-01092,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01093,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01094,The internet keeps disconnecting several times a day.,service_quality
CUST-01095,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01096,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01097,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01098,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01099,Technician never showed up for the scheduled appointment.,service_quality
CUST-01100,My bill keeps increasing every month for no clear reason.,billing
CUST-01101,The internet keeps disconnecting several times a day.,service_quality
CUST-01102,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01103,"Great experience overall, keep up the good work.",satisfied
CUST-01104,The internet keeps disconnecting several times a day.,service_quality
CUST-01105,Call quality has been terrible the past few weeks.,service_quality
CUST-01106,Technician never showed up for the scheduled appointment.,service_quality
CUST-01107,Technician never showed up for the scheduled appointment.,service_quality
CUST-01108,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01109,"Everything works great, no complaints at all this month.",satisfied
CUST-01110,"Great experience overall, keep up the good work.",satisfied
CUST-01111,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01112,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01113,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01114,"Everything works great, no complaints at all this month.",satisfied
CUST-01115,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01116,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01117,My bill keeps increasing every month for no clear reason.,billing
CUST-01118,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01119,The billing department never resolves my disputes.,billing
CUST-01120,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01121,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01122,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01123,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01124,"Great experience overall, keep up the good work.",satisfied
CUST-01125,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01126,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01127,"Everything works great, no complaints at all this month.",satisfied
CUST-01128,"Everything works great, no complaints at all this month.",satisfied
CUST-01129,"Great experience overall, keep up the good work.",satisfied
CUST-01130,Technician never showed up for the scheduled appointment.,service_quality
CUST-01131,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01132,Call quality has been terrible the past few weeks.,service_quality
CUST-01133,"Everything works great, no complaints at all this month.",satisfied
CUST-01134,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01135,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01136,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01137,My bill keeps increasing every month for no clear reason.,billing
CUST-01138,"Everything works great, no complaints at all this month.",satisfied
CUST-01139,The billing department never resolves my disputes.,billing
CUST-01140,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01141,"Everything works great, no complaints at all this month.",satisfied
CUST-01142,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01143,Call quality has been terrible the past few weeks.,service_quality
CUST-01144,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01145,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01146,My bill keeps increasing every month for no clear reason.,billing
CUST-01147,The billing department never resolves my disputes.,billing
CUST-01148,"Great experience overall, keep up the good work.",satisfied
CUST-01149,My bill keeps increasing every month for no clear reason.,billing
CUST-01150,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01151,Technician never showed up for the scheduled appointment.,service_quality
CUST-01152,Technician never showed up for the scheduled appointment.,service_quality
CUST-01153,My bill keeps increasing every month for no clear reason.,billing
CUST-01154,Call quality has been terrible the past few weeks.,service_quality
CUST-01155,My bill keeps increasing every month for no clear reason.,billing
CUST-01156,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01157,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01158,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01159,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01160,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01161,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01162,"Everything works great, no complaints at all this month.",satisfied
CUST-01163,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01164,"Everything works great, no complaints at all this month.",satisfied
CUST-01165,Call quality has been terrible the past few weeks.,service_quality
CUST-01166,Call quality has been terrible the past few weeks.,service_quality
CUST-01167,"Everything works great, no complaints at all this month.",satisfied
CUST-01168,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01169,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01170,"Everything works great, no complaints at all this month.",satisfied
CUST-01171,"Great experience overall, keep up the good work.",satisfied
CUST-01172,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01173,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01174,"Great experience overall, keep up the good work.",satisfied
CUST-01175,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01176,The billing department never resolves my disputes.,billing
CUST-01177,"Everything works great, no complaints at all this month.",satisfied
CUST-01178,The internet keeps disconnecting several times a day.,service_quality
CUST-01179,The billing department never resolves my disputes.,billing
CUST-01180,The internet keeps disconnecting several times a day.,service_quality
CUST-01181,The billing department never resolves my disputes.,billing
CUST-01182,"Great experience overall, keep up the good work.",satisfied
CUST-01183,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01184,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01185,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01186,I was overcharged again this month and nobody explained why.,billing
CUST-01187,"Great experience overall, keep up the good work.",satisfied
CUST-01188,"Great experience overall, keep up the good work.",satisfied
CUST-01189,I was overcharged again this month and nobody explained why.,billing
CUST-01190,The internet keeps disconnecting several times a day.,service_quality
CUST-01191,"Everything works great, no complaints at all this month.",satisfied
CUST-01192,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01193,Technician never showed up for the scheduled appointment.,service_quality
CUST-01194,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01195,"Everything works great, no complaints at all this month.",satisfied
CUST-01196,My bill keeps increasing every month for no clear reason.,billing
CUST-01197,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01198,"Everything works great, no complaints at all this month.",satisfied
CUST-01199,The billing department never resolves my disputes.,billing
CUST-01200,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01201,My bill keeps increasing every month for no clear reason.,billing
CUST-01202,Call quality has been terrible the past few weeks.,service_quality
CUST-01203,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01204,My bill keeps increasing every month for no clear reason.,billing
CUST-01205,The billing department never resolves my disputes.,billing
CUST-01206,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01207,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01208,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01209,"Great experience overall, keep up the good work.",satisfied
CUST-01210,Technician never showed up for the scheduled appointment.,service_quality
CUST-01211,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01212,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01213,"Everything works great, no complaints at all this month.",satisfied
CUST-01214,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01215,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01216,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01217,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01218,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01219,"Everything works great, no complaints at all this month.",satisfied
CUST-01220,Technician never showed up for the scheduled appointment.,service_quality
CUST-01221,Call quality has been terrible the past few weeks.,service_quality
CUST-01222,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01223,"Great experience overall, keep up the good work.",satisfied
CUST-01224,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01225,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01226,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01227,"Great experience overall, keep up the good work.",satisfied
CUST-01228,The internet keeps disconnecting several times a day.,service_quality
CUST-01229,The internet keeps disconnecting several times a day.,service_quality
CUST-01230,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01231,"Great experience overall, keep up the good work.",satisfied
CUST-01232,My bill keeps increasing every month for no clear reason.,billing
CUST-01233,"Great experience overall, keep up the good work.",satisfied
CUST-01234,"Everything works great, no complaints at all this month.",satisfied
CUST-01235,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01236,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01237,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01238,"Great experience overall, keep up the good work.",satisfied
CUST-01239,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01240,I was overcharged again this month and nobody explained why.,billing
CUST-01241,The billing department never resolves my disputes.,billing
CUST-01242,"Great experience overall, keep up the good work.",satisfied
CUST-01243,The internet keeps disconnecting several times a day.,service_quality
CUST-01244,My bill keeps increasing every month for no clear reason.,billing
CUST-01245,"Everything works great, no complaints at all this month.",satisfied
CUST-01246,"Great experience overall, keep up the good work.",satisfied
CUST-01247,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01248,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01249,"Everything works great, no complaints at all this month.",satisfied
CUST-01250,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01251,"Great experience overall, keep up the good work.",satisfied
CUST-01252,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01253,"Great experience overall, keep up the good work.",satisfied
CUST-01254,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01255,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01256,Technician never showed up for the scheduled appointment.,service_quality
CUST-01257,"Everything works great, no complaints at all this month.",satisfied
CUST-01258,Call quality has been terrible the past few weeks.,service_quality
CUST-01259,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01260,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01261,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01262,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01263,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01264,I was overcharged again this month and nobody explained why.,billing
CUST-01265,"Everything works great, no complaints at all this month.",satisfied
CUST-01266,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01267,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01268,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01269,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01270,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01271,"Great experience overall, keep up the good work.",satisfied
CUST-01272,Technician never showed up for the scheduled appointment.,service_quality
CUST-01273,Call quality has been terrible the past few weeks.,service_quality
CUST-01274,The internet keeps disconnecting several times a day.,service_quality
CUST-01275,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01276,I was overcharged again this month and nobody explained why.,billing
CUST-01277,Technician never showed up for the scheduled appointment.,service_quality
CUST-01278,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01279,"Great experience overall, keep up the good work.",satisfied
CUST-01280,"Great experience overall, keep up the good work.",satisfied
CUST-01281,"Everything works great, no complaints at all this month.",satisfied
CUST-01282,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01283,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01284,The internet keeps disconnecting several times a day.,service_quality
CUST-01285,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01286,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01287,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01288,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01289,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01290,Technician never showed up for the scheduled appointment.,service_quality
CUST-01291,The billing department never resolves my disputes.,billing
CUST-01292,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01293,"Everything works great, no complaints at all this month.",satisfied
CUST-01294,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01295,"Everything works great, no complaints at all this month.",satisfied
CUST-01296,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01297,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01298,"Everything works great, no complaints at all this month.",satisfied
CUST-01299,Call quality has been terrible the past few weeks.,service_quality
CUST-01300,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01301,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01302,Call quality has been terrible the past few weeks.,service_quality
CUST-01303,"Everything works great, no complaints at all this month.",satisfied
CUST-01304,"Everything works great, no complaints at all this month.",satisfied
CUST-01305,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01306,Call quality has been terrible the past few weeks.,service_quality
CUST-01307,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01308,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01309,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01310,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01311,Call quality has been terrible the past few weeks.,service_quality
CUST-01312,Call quality has been terrible the past few weeks.,service_quality
CUST-01313,"Everything works great, no complaints at all this month.",satisfied
CUST-01314,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01315,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01316,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01317,I was overcharged again this month and nobody explained why.,billing
CUST-01318,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01319,"Everything works great, no complaints at all this month.",satisfied
CUST-01320,"Everything works great, no complaints at all this month.",satisfied
CUST-01321,"Everything works great, no complaints at all this month.",satisfied
CUST-01322,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01323,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01324,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01325,"Great experience overall, keep up the good work.",satisfied
CUST-01326,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01327,"Great experience overall, keep up the good work.",satisfied
CUST-01328,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01329,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01330,"Great experience overall, keep up the good work.",satisfied
CUST-01331,Technician never showed up for the scheduled appointment.,service_quality
CUST-01332,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01333,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01334,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01335,The internet keeps disconnecting several times a day.,service_quality
CUST-01336,"Great experience overall, keep up the good work.",satisfied
CUST-01337,The billing department never resolves my disputes.,billing
CUST-01338,"Everything works great, no complaints at all this month.",satisfied
CUST-01339,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01340,Technician never showed up for the scheduled appointment.,service_quality
CUST-01341,I was overcharged again this month and nobody explained why.,billing
CUST-01342,The billing department never resolves my disputes.,billing
CUST-01343,"Great experience overall, keep up the good work.",satisfied
CUST-01344,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01345,"Everything works great, no complaints at all this month.",satisfied
CUST-01346,Technician never showed up for the scheduled appointment.,service_quality
CUST-01347,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01348,"Great experience overall, keep up the good work.",satisfied
CUST-01349,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01350,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01351,"Everything works great, no complaints at all this month.",satisfied
CUST-01352,The internet keeps disconnecting several times a day.,service_quality
CUST-01353,The billing department never resolves my disputes.,billing
CUST-01354,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01355,The internet keeps disconnecting several times a day.,service_quality
CUST-01356,Technician never showed up for the scheduled appointment.,service_quality
CUST-01357,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01358,"Great experience overall, keep up the good work.",satisfied
CUST-01359,My bill keeps increasing every month for no clear reason.,billing
CUST-01360,Technician never showed up for the scheduled appointment.,service_quality
CUST-01361,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01362,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01363,"Great experience overall, keep up the good work.",satisfied
CUST-01364,My bill keeps increasing every month for no clear reason.,billing
CUST-01365,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01366,Call quality has been terrible the past few weeks.,service_quality
CUST-01367,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01368,"Everything works great, no complaints at all this month.",satisfied
CUST-01369,"Great experience overall, keep up the good work.",satisfied
CUST-01370,"Everything works great, no complaints at all this month.",satisfied
CUST-01371,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01372,My bill keeps increasing every month for no clear reason.,billing
CUST-01373,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01374,Technician never showed up for the scheduled appointment.,service_quality
CUST-01375,"Everything works great, no complaints at all this month.",satisfied
CUST-01376,Call quality has been terrible the past few weeks.,service_quality
CUST-01377,The billing department never resolves my disputes.,billing
CUST-01378,"Great experience overall, keep up the good work.",satisfied
CUST-01379,Call quality has been terrible the past few weeks.,service_quality
CUST-01380,Technician never showed up for the scheduled appointment.,service_quality
CUST-01381,My bill keeps increasing every month for no clear reason.,billing
CUST-01382,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01383,"Great experience overall, keep up the good work.",satisfied
CUST-01384,The billing department never resolves my disputes.,billing
CUST-01385,Technician never showed up for the scheduled appointment.,service_quality
CUST-01386,"Great experience overall, keep up the good work.",satisfied
CUST-01387,I was overcharged again this month and nobody explained why.,billing
CUST-01388,My bill keeps increasing every month for no clear reason.,billing
CUST-01389,"Everything works great, no complaints at all this month.",satisfied
CUST-01390,The billing department never resolves my disputes.,billing
CUST-01391,I was overcharged again this month and nobody explained why.,billing
CUST-01392,"Everything works great, no complaints at all this month.",satisfied
CUST-01393,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01394,The billing department never resolves my disputes.,billing
CUST-01395,Technician never showed up for the scheduled appointment.,service_quality
CUST-01396,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01397,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01398,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01399,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01400,My bill keeps increasing every month for no clear reason.,billing
CUST-01401,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01402,I was overcharged again this month and nobody explained why.,billing
CUST-01403,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01404,My bill keeps increasing every month for no clear reason.,billing
CUST-01405,"Everything works great, no complaints at all this month.",satisfied
CUST-01406,"Everything works great, no complaints at all this month.",satisfied
CUST-01407,"Great experience overall, keep up the good work.",satisfied
CUST-01408,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01409,The internet keeps disconnecting several times a day.,service_quality
CUST-01410,I was overcharged again this month and nobody explained why.,billing
CUST-01411,Technician never showed up for the scheduled appointment.,service_quality
CUST-01412,"Great experience overall, keep up the good work.",satisfied
CUST-01413,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01414,"Everything works great, no complaints at all this month.",satisfied
CUST-01415,Call quality has been terrible the past few weeks.,service_quality
CUST-01416,I was overcharged again this month and nobody explained why.,billing
CUST-01417,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01418,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01419,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01420,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01421,Call quality has been terrible the past few weeks.,service_quality
CUST-01422,"Everything works great, no complaints at all this month.",satisfied
CUST-01423,"Great experience overall, keep up the good work.",satisfied
CUST-01424,The internet keeps disconnecting several times a day.,service_quality
CUST-01425,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01426,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01427,"Great experience overall, keep up the good work.",satisfied
CUST-01428,The internet keeps disconnecting several times a day.,service_quality
CUST-01429,My bill keeps increasing every month for no clear reason.,billing
CUST-01430,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01431,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01432,My bill keeps increasing every month for no clear reason.,billing
CUST-01433,Technician never showed up for the scheduled appointment.,service_quality
CUST-01434,I was overcharged again this month and nobody explained why.,billing
CUST-01435,The billing department never resolves my disputes.,billing
CUST-01436,"Everything works great, no complaints at all this month.",satisfied
CUST-01437,"Everything works great, no complaints at all this month.",satisfied
CUST-01438,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01439,My bill keeps increasing every month for no clear reason.,billing
CUST-01440,Technician never showed up for the scheduled appointment.,service_quality
CUST-01441,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01442,"Everything works great, no complaints at all this month.",satisfied
CUST-01443,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01444,My bill keeps increasing every month for no clear reason.,billing
CUST-01445,I was overcharged again this month and nobody explained why.,billing
CUST-01446,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01447,Call quality has been terrible the past few weeks.,service_quality
CUST-01448,"Great experience overall, keep up the good work.",satisfied
CUST-01449,The internet keeps disconnecting several times a day.,service_quality
CUST-01450,"Everything works great, no complaints at all this month.",satisfied
CUST-01451,The internet keeps disconnecting several times a day.,service_quality
CUST-01452,"Great experience overall, keep up the good work.",satisfied
CUST-01453,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01454,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01455,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01456,The internet keeps disconnecting several times a day.,service_quality
CUST-01457,I was overcharged again this month and nobody explained why.,billing
CUST-01458,Technician never showed up for the scheduled appointment.,service_quality
CUST-01459,Call quality has been terrible the past few weeks.,service_quality
CUST-01460,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01461,Call quality has been terrible the past few weeks.,service_quality
CUST-01462,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01463,Call quality has been terrible the past few weeks.,service_quality
CUST-01464,The billing department never resolves my disputes.,billing
CUST-01465,"Great experience overall, keep up the good work.",satisfied
CUST-01466,"Great experience overall, keep up the good work.",satisfied
CUST-01467,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01468,My bill keeps increasing every month for no clear reason.,billing
CUST-01469,"Everything works great, no complaints at all this month.",satisfied
CUST-01470,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01471,Technician never showed up for the scheduled appointment.,service_quality
CUST-01472,I was overcharged again this month and nobody explained why.,billing
CUST-01473,My bill keeps increasing every month for no clear reason.,billing
CUST-01474,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01475,The billing department never resolves my disputes.,billing
CUST-01476,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01477,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01478,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01479,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01480,Call quality has been terrible the past few weeks.,service_quality
CUST-01481,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01482,"Everything works great, no complaints at all this month.",satisfied
CUST-01483,My bill keeps increasing every month for no clear reason.,billing
CUST-01484,Call quality has been terrible the past few weeks.,service_quality
CUST-01485,"Everything works great, no complaints at all this month.",satisfied
CUST-01486,I was overcharged again this month and nobody explained why.,billing
CUST-01487,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01488,My bill keeps increasing every month for no clear reason.,billing
CUST-01489,"Great experience overall, keep up the good work.",satisfied
CUST-01490,Technician never showed up for the scheduled appointment.,service_quality
CUST-01491,"Great experience overall, keep up the good work.",satisfied
CUST-01492,"Great experience overall, keep up the good work.",satisfied
CUST-01493,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01494,The billing department never resolves my disputes.,billing
CUST-01495,"Everything works great, no complaints at all this month.",satisfied
CUST-01496,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01497,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01498,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01499,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01500,I was overcharged again this month and nobody explained why.,billing
CUST-01501,"Everything works great, no complaints at all this month.",satisfied
CUST-01502,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01503,The billing department never resolves my disputes.,billing
CUST-01504,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01505,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01506,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01507,Technician never showed up for the scheduled appointment.,service_quality
CUST-01508,My bill keeps increasing every month for no clear reason.,billing
CUST-01509,"Everything works great, no complaints at all this month.",satisfied
CUST-01510,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01511,"Great experience overall, keep up the good work.",satisfied
CUST-01512,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01513,"Everything works great, no complaints at all this month.",satisfied
CUST-01514,"Great experience overall, keep up the good work.",satisfied
CUST-01515,"Great experience overall, keep up the good work.",satisfied
CUST-01516,My bill keeps increasing every month for no clear reason.,billing
CUST-01517,I was overcharged again this month and nobody explained why.,billing
CUST-01518,I was overcharged again this month and nobody explained why.,billing
CUST-01519,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01520,"Great experience overall, keep up the good work.",satisfied
CUST-01521,Call quality has been terrible the past few weeks.,service_quality
CUST-01522,My bill keeps increasing every month for no clear reason.,billing
CUST-01523,"Everything works great, no complaints at all this month.",satisfied
CUST-01524,"Everything works great, no complaints at all this month.",satisfied
CUST-01525,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01526,"Everything works great, no complaints at all this month.",satisfied
CUST-01527,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01528,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01529,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01530,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-01531,"Everything works great, no complaints at all this month.",satisfied
CUST-01532,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01533,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01534,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01535,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-01536,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01537,The internet keeps disconnecting several times a day.,service_quality
CUST-01538,"Great experience overall, keep up the good work.",satisfied
CUST-01539,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01540,"Everything works great, no complaints at all this month.",satisfied
CUST-01541,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01542,The internet keeps disconnecting several times a day.,service_quality
CUST-01543,I was overcharged again this month and nobody explained why.,billing
CUST-01544,Customer support took forever to answer and didn't help at all.,service_quality
CUST-01545,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01546,Technician never showed up for the scheduled appointment.,service_quality
CUST-01547,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-01548,"Everything works great, no complaints at all this month.",satisfied
CUST-01549,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01550,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-01551,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-01552,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-01553,I am seriously thinking about switching providers soon.,considering_leaving
CUST-01554,"Support resolved my issue quickly, very happy with the service.",satisfied
